,Text,Annotator_0,Annotator_11
250,"we can only hope that something like this happens and introduces Survival of the Fittest back into our diabetic welfare queen society.  i would prefer zombies, but an asteroid would work.",1,0
251,Burn it to the ground !,1,0
252,Ben Rhodes another Obama POS.  He looks worried about jail time.  ,1,0
253,The only way to stop these animals is to hang them one by one in the city square so others from their culture can see what happens when you rape one of ours.,1,0
254,AHA! The intrepid Robert Mueller has found another hardened criminal! Inspector Clouseau would be proud! ,1,0
255,Gave up paying the Licence Fee about a year ago and don't miss TV in the slightest. People who whinge and moan about the BBC whilst still paying for the privilege of being indoctrinated and having your people brainwashed into national suicide really have no right to whinge and moan. ,1,0
256,They are trapped/triggered  by Trump  to show how ignorant they are.,1,0
257,South Africa is waging genocide against whites. I guess they won't be needing aid from America shortly.....,1,0
258,i used to favor Free Trade until i saw all the trash that came with it,1,0
259,@DLoesch Dana Loesch  ,1,0
260,"They won't care if you only kill a few low level minions.  They'll just turn you into Propaganda.  Unless you can take out one of their leaders, it's not gonna do any good.  One thing they really hate though is teaching people that they're not Israel.  Exposing that their god is actually Satan.  ",1,0
261,RT @Cernovich:  ,1,0
262,"Uhhh not sure why anything Bourdain said or believed rises to the level of ""useful information""",1,0
263,"Islam in its most honest, totalitarian form. I surmise there won't be any Monty Python skits or movies about this. ",1,0
264,"What makes this even more egregious is that during the referendum campaign, then Irish toaisach Enda Kenny urged the circa half million R of I citizens entitled to vote in UK elections, to vote Remain because it ""would be good for Ireland."" This during a visit to London.",1,0
265,here is their phone number. (540) 464-4401 give them a call jam their phones so they can't do any business. ,1,0
266,"Fuck both of those morons, who gives a flying fuck about the UK royals, it’s not like they give a shit about anyone except themselves...",1,0
267,I agree there idiots that need to be in a mental institution,1,0
268,Obama/soetoro is meeting w democrats to cash in on vote rigging schemes that elected him 2x = FOREIGN Agent.,1,0
269,https://www.breitbart.com/immigration/2018/10/22/photo-caravan-protesters-paint-swastika-on-american-flag-burn-it-in-the-street/  ,1,0
270,"@The_War_Economy did a really good analysis on the IG Report.  My takeaway from all this,  All the federal governmet employees think we the American people are nothing more than fucking idiots. We are the one’s that bust our asses everyday to pay taxes to pay these over educated pompous asses to lie, cheat and steal. Time to get rid of the FBI, Attorney General Sessions and time to vote out Congress! JMO! ",1,0
271,"6) start legally and lawfully rescinding all admiralty, UCC and civil law equity contracts. ",1,0
272,"#DeepStateUnmasked: IRS Officials ""You Should Give Increased Scrutiny"" to Conservatives ",1,0
273,"Libtard Meathead Rob Reiner's latest film earns only $41,000 on it's opening.  ",1,0
274,"""What you shouldn't know about European Parliament"" English Subs. ",1,0
275,THIS IS THE THREAT IN 2018...  SOROS & OBAMA ARE PLANNING ON RIGGING THE 2018 ELECTION TO CREATE FALSE BLUE WAVE ,1,0
276,God bless him. #KardBlock  ,1,0
277,"Tue, 01 Dec 2015  ",1,0
278,I just popped in on your page....And WTF????? I'm following you? Wow? How did that happen? Did you at some point on here actually make a post that made sense? I find it hard to believe that someone of your limited mental capacity could do that. But it's the only reasonable explanation as to why I'm following an idiot like you.,1,0
279,"Corker's just trying to get votes by standing close to The Boss ... In the scam game, I think, they call that Bait and Switch....",1,0
280,"The WORLD is being held hostage by FAKE GAS PRICES.... WHO TO BLAME??  SAUDI?? ROTHCHILDS??  NWO??  THE SHORTAGES ARE FAKE, THIS IS GREED ",1,0
281,Your worn torn & violent 3rd world awaits your return. Notice where-ever you gather in large groups the destruction you came from returns. Your blinded by your jealousy & your violent tendencies surface where-ever you go.,1,0
282,"Truth. They are now attacking our food. Dog food, melons, lettuce, cereal. Who works and runs our food factories? ",1,0
283,Proof Democrats love violating your privacy rights with govt surveillance programs and are war mongers. https://twitter.com/lynnv378/status/951450152795066368,1,0
284,"I've posted this other places, so here goes. The Second Amendment in its wording, is unrepealable.  ""the right of the people to keep and bear arms shall not be infringed "". Any attempt to repeal it is an overt attempt to infringe upon that right. https://mobile.nytimes.com/2018/03/27/opinion/john-paul-stevens-repeal-second-amendment.html",1,0
285,"No, worse. She'd serve a foreign tribe over her own children. That is the greatest crime a woman  can admit. ",1,0
286,"the privileged one, born rich.  catered to illegal aliens for votes, be damned americans ",1,0
287,Dumb as a rock & twice as primitive: go back to the jungle.,1,0
288,imprisonment/killing child rapists is part of our culture.,1,0
289,So who is really president because it's not this guy?,1,0
290,Very nice.  ,1,0
291,i HOPE HE JUST SHUTS YOU GUYS DOWN AND I CAN GO GET SHIT FACE,1,0
292,"Prisons recruit more to the Islam, than social media.",1,0
293,"James Woods was a democrat most of his life, since his acting career tanked, it's obvious his agent found him this gig on twitter as a online curmudgeon, I bet it pays better than the dinner theater circuit.",1,0
294,"shit is getting real right now, peoples are being murdered left, right and center.",1,0
295,"True, but half of it may as well be in Ancient Greek. And then there's the endless rabbit trails if you follow every single path that wall of text provides…",1,0
296,Fuck ing she should lose her life more she dead the better we can live but she not just the only one the rest of her gang should all so die to ,1,0
297,As you can see he was a Nazi party member and went straight from that to Democrat as they are similar but tough to get elected as a Nazi. Democrats sued to try and not support him when he won primary (they lost) as is taught in law schools. Later as a Republican they sued to not support him too and like the Democrats they lost.,1,0
298,"Your mass school shooting might be a false flag if the sheriff shows up, they don't go in, and the Coward Co. Sheriff issues a STATEMENT PRAISING THEM: ",1,0
299,Gabriel Giffords shooting Hispanic target before she became the poster child for gun confiscation.,1,0
300,"""I gave you sufficient answers""  No, you just waffled about Aleister Crowley. You have no way of distinguishing prophecy by your own critera.",1,0
301,If I was a doctor that could cure countries I would prescribe Belgium 1000 Charles Bronson's. An let them all go vigilante death wish style for a couple years unabated. That should clear things up.,1,0
302,And they suck baby penises. Disgusting,1,0
303,"Heilemann: ‘Virtually Certain’ 10 Percent of the GOP Would Be OK with Trump Killing Their Parents, Grandparents | Breitbart ",1,0
304,"Everyone has their own view points of history, albiet, many of them are warped or plain wrong(my view), but one thing I don't want on my feed is about Jews causing 9-11, and that there was no Holocaust.  ",1,0
305,You realize how badly you're misusing this command to put on  spiritual armor ? you're  very FakeNews,1,0
306,"Wtf, are you saying that #Trump is not literally #Hitler?  Go ahead, say some shit about the Easter Bunny!  I don't even know you anymore.",1,0
307,And the heathen had the cashier void everything that wasn't free! She was indignant that Nutella is not paid for with my fucking tax dollars.  I don't hate lightly but I'm letting the hate run through me with these mf's. ,1,0
308,Close relationships with the Hag are dangerous: liaisons dangereuses,1,0
309,"It's what always happens when you can't argue with reason, facts and evidence. They can't win with logic, so they resort to violence. ",1,0
310,"Good thing Meghan McCain hates it when people hate her Dad, because most people do (especially those in his own party🤪).",1,0
311,"But then you wake up one day, like I did one month ago, and realize that it is all a lie. I am back to Plato. In fact, even before that, Heraclitus. The philosopher of war and change. Sounds scary but look deep into the eyes of Haddad and you see a future dictator straight into the eye. The type of person who will kill millions. Bolsonaro is a red herring.  ",1,0
312,"why is he so stupid? no i really mean it, WHY is he choosing to be this ignorant? oh boy...it never stops does it.they just dont stop.their stupidity hurts my brain sometimes.just trying to understand how these people can actually think the way they do. ",1,0
313,"Wonderful, then please say so OK.  That way everybody can remember that suckers face when he is not with his daddyo.  He also needs to be taken out likewise with his fucked up father, to save USA a future headache.",1,0
314,Body Language Expert about Dr. Ford: “Something’s Wrong Mentally”  https://www.thegatewaypundit.com/2018/09/body-language-expert-catches-dr-christine-ford-in-several-lies-insists-somethings-wrong-mentally-video/  Shared via Right News https://play.google.com/store/apps/details?id=com.rovine.news,1,0
315,"So Many Lesbian women I know are Bi-polar or some mental meds.. #Facts Prove it.   New data on lesbian, gay and bisexual mental health http://www.apa.org/monitor/feb02/newdata.aspx",1,0
316,"ATTENTION EVERYONE!! Bitcoin is a serious breach of security as it is ultimately controlled by the Communist Chinese Government! The Democrats did not care about this so they just let it slide, but it is in fact treason against the American way of life!   ",1,0
