,ID,Text,Hate_pos,Seq30,Seq30_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_pos_diff
25,3844,"I'd Leave! A plan to merge T-Mobile 7 Sprint, 2 billion dollar wireless conglomerates, will result in the loss of nearly 29,000 American jobs, a report by the leading union for communication workers reveals. https://www.breitbart.com/big-government/2018/08/3...",0.2,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses a corporate merger and its potential impact on American jobs. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and factual, focusing on economic and employment issues. Therefore, it is unlikely to be considered hate speech by any annotators, leading to low disagreement.","The post is about a corporate merger between T-Mobile and Sprint and its potential impact on American jobs. It does not contain any elements that would classify it as hate speech. There are no assaults on human dignity, calls for violence, or use of vulgar or offensive language. The post is factual and focuses on economic and employment issues, which are not related to hate speech. Therefore, it is expected that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0,0.2
26,3845,"2/3 of Republicans and a 1/3 of independents think special counsel Robert Mueller’s #Russia investigation should be shut down, according to a new Axios poll. https://www.breitbart.com/big-government/2018/08/3...",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post reports on a poll regarding opinions on the Mueller investigation. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and factual, focusing on political opinions rather than hate speech. Therefore, it is likely to be classified consistently as not hate speech by annotators, resulting in low disagreement.","The post discusses the results of a poll about the Mueller investigation, indicating that a significant portion of Republicans and independents believe it should be shut down. The content is factual and does not contain any elements of hate speech, such as assaults on human dignity, calls for violence, or vulgar language. As such, it is unlikely to be considered hate speech by annotators, leading to low disagreement in classification.",0.0,0.0
27,3846,Neil Armstrong Movie Starring Canadian Ryan Gosling Doesn’t Feature planting of American Flag on Moon Surface #BoycottFirstMan https://www.breitbart.com/big-hollywood/2018/08/30...,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses a movie about Neil Armstrong and mentions the absence of the American flag planting scene, which has led to a call for a boycott. The content does not contain any assaults on human dignity, calls for violence, or vulgar/offensive language. It is a critique of a film's portrayal of a historical event, which is unlikely to be considered hate speech. Therefore, there is likely to be low disagreement among annotators, as the post does not exhibit characteristics of hate speech.","The post is a critique of a movie for not including a specific historical event (the planting of the American flag on the moon) and calls for a boycott. It does not contain any language that assaults human dignity, incites violence, or uses vulgar or offensive language. The focus is on a perceived omission in a film, which is a matter of opinion and not hate speech. Therefore, the post is likely to be unanimously labeled as not hate speech by annotators, resulting in low disagreement.",0.0,0.0
28,3847,"In-N-Out Refuses to Back Down, Responds to Democrats Boycotting Them with Fierce Statement.  Yikes. That’s the chair of the California Democratic Party acting like he’s ten years old. https://www.chicksonright.com/youngcons/2018/08/31...",0.4,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses a political disagreement involving In-N-Out and the California Democratic Party. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The statement about the chair of the California Democratic Party acting like a child is a personal opinion but does not rise to the level of hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post is a commentary on a political issue involving In-N-Out and the California Democratic Party. It criticizes the behavior of a political figure but does not contain elements that would typically be classified as hate speech, such as demeaning language based on protected characteristics, incitement to violence, or vulgarity. The language used is more of a political critique rather than hate speech, suggesting that annotators would likely agree on it not being hate speech, resulting in low disagreement.",0.0,0.4
29,4260,Change My Mind: Trump Is Not A Fascist https://www.blazingcatfur.ca/2018/09/01/change-my-...,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Change My Mind: Trump Is Not A Fascist' does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a statement inviting debate or discussion rather than promoting hate speech. The phrase 'Change My Mind' suggests an openness to dialogue rather than an assertion of hate. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post 'Change My Mind: Trump Is Not A Fascist' is a statement that invites discussion or debate about a political figure. It does not contain any explicit language that assaults human dignity, incites violence, or uses vulgar or offensive language. The phrase 'Change My Mind' suggests an openness to dialogue and differing opinions, which is not characteristic of hate speech. Given the lack of hate speech elements, it is likely that annotators would agree that this post does not constitute hate speech, resulting in low disagreement.",0.0,0.0
30,4351,"While Democrats play the race card, we play the Trump cardJobs, Jobs, Jobs, equals a win for all https://canadafreepress.com/article/jobs-jobs-jobs...",0.4,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It discusses political strategies and economic outcomes without demeaning or degrading any group based on protected characteristics. The phrase 'play the race card' is a common political expression and does not inherently constitute hate speech. Therefore, the post is likely to be interpreted as not hate speech by most annotators, leading to low disagreement.","The post primarily focuses on political rhetoric and economic outcomes, specifically highlighting job creation as a positive outcome attributed to a political figure. The phrase 'play the race card' is often used in political discourse to suggest that opponents are using race as a tactic, but it does not directly demean or degrade any specific group. There are no explicit calls for violence or use of vulgar or offensive language. Given the lack of direct hate speech elements, the post is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.4
31,4352,"Trump threatens to withdraw from World Trade Organization If the World Trade Organization doesn't 'shape up,' President Donald Trump told Bloomberg he would pull the United States out. https://www.cnbc.com/2018/08/30/trump-threatens-to...",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward news report about President Trump's statement regarding the World Trade Organization. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is clear and factual, leading to a likely consensus among annotators that it is not hate speech.","The post is a straightforward news report about President Trump's statement regarding the World Trade Organization. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is clear and factual, leading to a likely consensus among annotators that it is not hate speech. Therefore, the disagreement level is low, and the predicted labels are all 0, indicating that annotators would classify it as not hate speech.",0.0,0.0
32,4353,"DIGITAL DETOXIFY: Britain's Scroll Free SeptemberLOL! Social Media Suppression Here to Save Your Body Image,  Not the Nation Scroll Free September wants people to only give up social media activity for a month. https://canadafreepress.com/article/lol-social-med...",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses a social media campaign called 'Scroll Free September' and seems to mock the idea of social media detox for body image improvement. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech, leading to low disagreement among annotators.","The post is about a social media campaign and does not contain any elements of hate speech. It is unlikely to be interpreted as hate speech by annotators, resulting in low disagreement.",0.0,0.0
33,4354,Explosive Ivy League Study Repressed For Finding Transgender Kids May Be A Social Contagion http://thefederalist.com/2018/08/31/explosive-ivy-...,0.4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post references a study suggesting that transgender identity in children may be a 'social contagion,' which could be interpreted as an assault on human dignity by implying that transgender identities are not legitimate or are a result of social influence rather than genuine identity. This could be seen as demeaning to transgender individuals. However, the post does not contain explicit calls for violence or vulgar language. The topic is controversial and likely to result in high disagreement among annotators due to differing views on the legitimacy and implications of the study's claims.","The post discusses a controversial study about transgender children, which may be interpreted as questioning the legitimacy of transgender identities. This could be seen as demeaning to transgender individuals, potentially falling under 'assaults on human dignity.' However, it lacks explicit calls for violence or vulgar language. The topic's controversial nature and the potential for differing interpretations suggest high disagreement among annotators.",0.3333333333333333,0.06666666666666671
34,4355,"President Trump has a little can of whoopass for Cuba, Venezuela and Nicaragua...By Monica Showalter President Trump has always been adept at spotting talent, and he's reeled in a big one with his new appointment of Mauricio Claver-Carone, to the top White House post on Latin America.  https://www.americanthinker.com/blog/2018/08/presi......",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses President Trump's appointment of Mauricio Claver-Carone to a White House position on Latin America. It uses the phrase 'little can of whoopass' in a metaphorical sense to describe a strong stance or action towards Cuba, Venezuela, and Nicaragua. The language is not vulgar or offensive, nor does it demean or degrade any group based on protected characteristics. There is no call for violence or incitement of harm. The post is straightforward and lacks ambiguity, suggesting low disagreement among annotators.","The post is a straightforward political commentary on President Trump's appointment of Mauricio Claver-Carone to a White House position concerning Latin America. The phrase 'little can of whoopass' is used metaphorically to suggest a strong stance or action towards Cuba, Venezuela, and Nicaragua. This language is not inherently vulgar or offensive, nor does it demean or degrade any group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. There is no call for violence or incitement of harm against individuals or groups. Given the lack of ambiguity and the absence of hate speech elements, it is likely that annotators would agree that this post does not constitute hate speech, resulting in low disagreement.",0.0,0.0
